@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 36\nSize of the tree: 71\n','Number of leaves: 28\nSize of the tree: 55\n','Number of leaves: 25\nSize of the tree: 49\n','Number of leaves: 30\nSize of the tree: 59\n','Number of leaves: 29\nSize of the tree: 57\n','Number of leaves: 39\nSize of the tree: 77\n','Number of leaves: 31\nSize of the tree: 61\n','Number of leaves: 27\nSize of the tree: 53\n','Number of leaves: 21\nSize of the tree: 41\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 22\nSize of the tree: 43\n','Number of leaves: 32\nSize of the tree: 63\n','Number of leaves: 23\nSize of the tree: 45\n','Number of leaves: 26\nSize of the tree: 51\n','Number of leaves: 34\nSize of the tree: 67\n','Number of leaves: 20\nSize of the tree: 39\n','Number of leaves: 38\nSize of the tree: 75\n','Number of leaves: 33\nSize of the tree: 65\n','Number of leaves: 35\nSize of the tree: 69\n','Number of leaves: 37\nSize of the tree: 73\n','Number of leaves: 40\nSize of the tree: 79\n','Number of leaves: 41\nSize of the tree: 81\n','Number of leaves: 43\nSize of the tree: 85\n','Number of rules: 29\n','Number of rules: 34\n','Number of rules: 33\n','Number of rules: 37\n','Number of rules: 30\n','Number of rules: 35\n','Number of rules: 28\n','Number of rules: 40\n','Number of rules: 38\n','Number of rules: 27\n','Number of rules: 36\n','Number of rules: 31\n','Number of rules: 41\n','Number of rules: 39\n','Number of rules: 24\n','Number of rules: 32\n','Number of rules: 42\n','Number of rules: 26\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

pac-man,9,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20190405.1303,246,28,16,12,0,57.142857,42.857143,0,0,0.243939,0.349427,100,100,46.553773,46.553773,0,1.662635,1.662635,0,0,0,0,0,0,0,0,1,25,1,3,?,0,?,?,0.5,0.107143,0.571429,0.571429,0.428571,0.428571,?,0.571429,?,?,0.5,0.390306,?,0.571429,0,0,0,0,0,0,962,36484,5746,100,80,?,?,?,?
pac-man,9,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20190405.1303,246,28,16,12,0,57.142857,42.857143,0,0,0.243939,0.349427,100,100,46.553773,46.553773,0,1.662635,1.662635,0,0,0,0,0,0,0,0,1,25,1,3,?,0,?,?,0.5,0.107143,0.571429,0.571429,0.428571,0.428571,?,0.571429,?,?,0.5,0.390306,?,0.571429,0,0,0,0,0,0,962,36484,5746,100,80,?,?,?,?
pac-man,9,3,weka.classifiers.rules.ZeroR,'',48055541465867954,20190405.1303,246,28,16,12,0,57.142857,42.857143,0,0,0.243939,0.349427,100,100,46.553773,46.553773,0,1.662635,1.662635,0,0,0,0,0,0,0,0,1,25,1,3,?,0,?,?,0.5,0.107143,0.571429,0.571429,0.428571,0.428571,?,0.571429,?,?,0.5,0.390306,?,0.571429,0,0,0,0,0,0,962,36484,5746,100,80,?,?,?,?
pac-man,9,4,weka.classifiers.rules.ZeroR,'',48055541465867954,20190405.1303,246,28,16,12,0,57.142857,42.857143,0,0,0.242686,0.347402,100,100,45.443434,45.443434,0,1.62298,1.62298,0,0,0,0,0,0,0,0,1,26,1,2,?,0,?,?,0.5,0.071429,0.571429,0.571429,0.428571,0.428571,?,0.571429,?,?,0.5,0.397959,?,0.571429,0,0,0,0,0,0,962,36484,5746,100,80,?,?,?,?
pac-man,9,5,weka.classifiers.rules.ZeroR,'',48055541465867954,20190405.1303,247,27,16,11,0,59.259259,40.740741,0,0,0.239918,0.342921,100,100,42.9952,42.9952,0,1.592415,1.592415,0,0,0,0,0,0,0,0,1,25,1,2,?,0,?,?,0.5,0.074074,0.592593,0.592593,0.407407,0.407407,?,0.592593,?,?,0.5,0.412894,?,0.592593,0,0,0,0,0,0,962,36625,5605,100,80,?,?,?,?
pac-man,9,6,weka.classifiers.rules.ZeroR,'',48055541465867954,20190405.1303,247,27,16,11,0,59.259259,40.740741,0,0,0.239918,0.342921,100,100,42.9952,42.9952,0,1.592415,1.592415,0,0,0,0,0,0,0,0,1,25,1,2,?,0,?,?,0.5,0.074074,0.592593,0.592593,0.407407,0.407407,?,0.592593,?,?,0.5,0.412894,?,0.592593,0,0,0,0,0,0,962,36625,5605,100,80,?,?,?,?
pac-man,9,7,weka.classifiers.rules.ZeroR,'',48055541465867954,20190405.1303,247,27,16,11,0,59.259259,40.740741,0,0,0.239918,0.342921,100,100,42.9952,42.9952,0,1.592415,1.592415,0,0,0,0,0,0,0,0,1,25,1,2,?,0,?,?,0.5,0.074074,0.592593,0.592593,0.407407,0.407407,?,0.592593,?,?,0.5,0.412894,?,0.592593,0,0,0,0,0,0,962,36625,5605,100,80,?,?,?,?
pac-man,9,8,weka.classifiers.rules.ZeroR,'',48055541465867954,20190405.1303,247,27,16,11,0,59.259259,40.740741,0,0,0.239918,0.342921,100,100,42.9952,42.9952,0,1.592415,1.592415,0,0,0,0,0,0,0,0,1,25,1,2,?,0,?,?,0.5,0.074074,0.592593,0.592593,0.407407,0.407407,?,0.592593,?,?,0.5,0.412894,?,0.592593,0,0,0,0,0,0,962,36625,5605,100,80,?,?,?,?
pac-man,9,9,weka.classifiers.rules.ZeroR,'',48055541465867954,20190405.1303,247,27,15,12,0,55.555556,44.444444,0,0,0.245444,0.351827,100,100,44.906238,44.906238,0,1.663194,1.663194,0,0,0,0,0,0,0,0,1,25,1,2,?,0,?,?,0.5,0.074074,0.555556,0.555556,0.444444,0.444444,?,0.555556,?,?,0.5,0.382716,?,0.555556,0,0,0,0,0,0,962,36625,5605,100,80,?,?,?,?
pac-man,9,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20190405.1303,247,27,15,12,0,55.555556,44.444444,0,0,0.245444,0.351827,100,100,44.906238,44.906238,0,1.663194,1.663194,0,0,0,0,0,0,0,0,1,25,1,2,?,0,?,?,0.5,0.074074,0.555556,0.555556,0.444444,0.444444,?,0.555556,?,?,0.5,0.382716,?,0.555556,0,0,0,0,0,0,962,36625,5605,100,80,?,?,?,?
pac-man,10,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20190405.1303,246,28,16,12,0,57.142857,42.857143,0,0,0.243085,0.348048,100,100,45.713833,45.713833,0,1.632637,1.632637,0,0,0,0,0,0,0,0,1,26,1,2,?,0,?,?,0.5,0.071429,0.571429,0.571429,0.428571,0.428571,?,0.571429,?,?,0.5,0.395408,?,0.571429,0,0,0,0,0,0,962,36484,5746,100,80,?,?,?,?
pac-man,10,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20190405.1303,246,28,16,12,0,57.142857,42.857143,0,0,0.243939,0.349427,100,100,46.553773,46.553773,0,1.662635,1.662635,0,0,0,0,0,0,0,0,1,25,1,3,?,0,?,?,0.5,0.107143,0.571429,0.571429,0.428571,0.428571,?,0.571429,?,?,0.5,0.390306,?,0.571429,0,0,0,0,0,0,962,36484,5746,100,80,?,?,?,?
pac-man,10,3,weka.classifiers.rules.ZeroR,'',48055541465867954,20190405.1303,246,28,16,12,0,57.142857,42.857143,0,0,0.243939,0.349427,100,100,46.553773,46.553773,0,1.662635,1.662635,0,0,0,0,0,0,0,0,1,25,1,3,?,0,?,?,0.5,0.107143,0.571429,0.571429,0.428571,0.428571,?,0.571429,?,?,0.5,0.390306,?,0.571429,0,0,0,0,0,0,962,36484,5746,100,80,?,?,?,?
pac-man,10,4,weka.classifiers.rules.ZeroR,'',48055541465867954,20190405.1303,246,28,16,12,0,57.142857,42.857143,0,0,0.243939,0.349427,100,100,46.553773,46.553773,0,1.662635,1.662635,0,0,0,0,0,0,0,0,1,25,1,3,?,0,?,?,0.5,0.107143,0.571429,0.571429,0.428571,0.428571,?,0.571429,?,?,0.5,0.390306,?,0.571429,0,0,0,0,0,0,962,36484,5746,100,80,?,?,?,?
pac-man,10,5,weka.classifiers.rules.ZeroR,'',48055541465867954,20190405.1303,247,27,16,11,0,59.259259,40.740741,0,0,0.239918,0.342921,100,100,42.9952,42.9952,0,1.592415,1.592415,0,0,0,0,0,0,0,0,1,25,1,2,?,0,?,?,0.5,0.074074,0.592593,0.592593,0.407407,0.407407,?,0.592593,?,?,0.5,0.412894,?,0.592593,0,0,0,0,0,0,962,36625,5605,100,80,?,?,?,?
pac-man,10,6,weka.classifiers.rules.ZeroR,'',48055541465867954,20190405.1303,247,27,16,11,0,59.259259,40.740741,0,0,0.239918,0.342921,100,100,42.9952,42.9952,0,1.592415,1.592415,0,0,0,0,0,0,0,0,1,25,1,2,?,0,?,?,0.5,0.074074,0.592593,0.592593,0.407407,0.407407,?,0.592593,?,?,0.5,0.412894,?,0.592593,0,0,0,0,0,0,962,36625,5605,100,80,?,?,?,?
pac-man,10,7,weka.classifiers.rules.ZeroR,'',48055541465867954,20190405.1303,247,27,16,11,0,59.259259,40.740741,0,0,0.239918,0.342921,100,100,42.9952,42.9952,0,1.592415,1.592415,0,0,0,0,0,0,0,0,1,25,1,2,?,0,?,?,0.5,0.074074,0.592593,0.592593,0.407407,0.407407,?,0.592593,?,?,0.5,0.412894,?,0.592593,0,0,0,0,0,0,962,36625,5605,100,80,?,?,?,?
pac-man,10,8,weka.classifiers.rules.ZeroR,'',48055541465867954,20190405.1303,247,27,16,11,0,59.259259,40.740741,0,0,0.239918,0.342921,100,100,42.9952,42.9952,0,1.592415,1.592415,0,0,0,0,0,0,0,0,1,25,1,2,?,0,?,?,0.5,0.074074,0.592593,0.592593,0.407407,0.407407,?,0.592593,?,?,0.5,0.412894,?,0.592593,0,0,0,0,0,0,962,36625,5605,100,80,?,?,?,?
pac-man,10,9,weka.classifiers.rules.ZeroR,'',48055541465867954,20190405.1303,247,27,15,12,0,55.555556,44.444444,0,0,0.245032,0.35117,100,100,44.635839,44.635839,0,1.653179,1.653179,0,0,0,0,0,0,0,0,1,25,1,2,?,0,?,?,0.5,0.074074,0.555556,0.555556,0.444444,0.444444,?,0.555556,?,?,0.5,0.38546,?,0.555556,0,0,0,0,0,0,962,36625,5605,100,80,?,?,?,?
pac-man,10,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20190405.1303,247,27,15,12,0,55.555556,44.444444,0,0,0.245444,0.351827,100,100,44.906238,44.906238,0,1.663194,1.663194,0,0,0,0,0,0,0,0,1,25,1,2,?,0,?,?,0.5,0.074074,0.555556,0.555556,0.444444,0.444444,?,0.555556,?,?,0.5,0.382716,?,0.555556,0,0,0,0,0,0,962,36625,5605,100,80,?,?,?,?
pac-man,1,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190405.1303,246,28,5,23,0,17.857143,82.142857,0,-0.009404,0.318179,0.508902,128.278954,142.967588,47.354472,128.603919,-81.249447,1.691231,4.592997,-2.901766,-4.76201,-0.170072,-10.056093,0.5,1,0.384615,10,0.615385,16,0.5,1,0.090909,0.5,0.153846,0.060846,0.730769,0.316667,0.178571,0.209128,0.790872,0.821429,0.268398,0.178571,0.16337,-0.06345,0.498879,0.43687,0.182906,0.178571,0.003,0.003,0.015625,0,15.625,0,6999,36484,5746,46.428571,39.285714,?,?,?,?
pac-man,1,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190405.1303,246,28,7,21,0,25,75,0,0.060703,0.297202,0.48166,119.220091,134.567277,48.46481,100.858999,-52.394189,1.730886,3.602107,-1.871221,-0.004945,-0.000177,-0.010204,0,0,0.24,6,0.76,19,1,3,0,0,0,-0.180907,0.613333,0.164021,0.25,0.175619,0.824381,0.75,0.443878,0.25,0.22995,0.083959,0.623407,0.478082,0.210819,0.25,0.001,0.001,0,0,0,0,6999,36484,5746,64.285714,42.142857,?,?,?,?
pac-man,1,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190405.1303,246,28,7,21,0,25,75,0,0.006757,0.281954,0.463447,115.583843,132.63049,46.553773,91.481409,-44.927636,1.662635,3.267193,-1.604558,3.709575,0.132485,7.968366,0,0,0.16,4,0.84,21,1,3,0,0,0,-0.141421,0.773333,0.261111,0.25,0.303116,0.696884,0.75,0.291667,0.25,0.231627,-0.087393,0.586869,0.494163,0.254278,0.25,0.001,0.001,0,0,0,0,6999,36484,5746,67.857143,42.857143,?,?,?,?
pac-man,1,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190405.1303,246,28,7,21,0,25,75,0,0.110439,0.292308,0.479058,119.828589,137.098312,46.553773,121.895731,-75.341959,1.662635,4.353419,-2.690784,0.869785,0.031064,1.868344,0.333333,1,0.16,4,0.84,21,0.666667,2,0.2,0.333333,0.25,0.139979,0.72,0.3,0.25,0.140072,0.859928,0.75,?,0.25,?,?,0.526095,0.506478,?,0.25,0,0.001,0,0,0,0,6999,36484,5746,57.142857,41.428571,?,?,?,?
pac-man,1,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190405.1303,247,27,9,18,0,33.333333,66.666667,0,0.154783,0.254235,0.434261,105.967467,126.635904,42.9952,73.243023,-30.247823,1.592415,2.712705,-1.12029,4.04078,0.149659,9.398211,0,0,0.28,7,0.72,18,1,2,0,0,0,-0.167332,0.6,0.126923,0.333333,0.154835,0.845165,0.666667,0.580247,0.333333,0.338998,0.191136,0.693251,0.654638,0.317647,0.333333,0.001,0.001,0.015625,0,15.625,0,6999,36625,5605,85.185185,47.407407,?,?,?,?
pac-man,1,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190405.1303,247,27,8,19,0,29.62963,70.37037,0,0.175241,0.295758,0.477765,123.274686,139.322217,42.9952,101.205707,-58.210507,1.592415,3.74836,-2.155945,-0.260521,-0.009649,-0.605929,1,2,0.36,9,0.64,16,0,0,0.181818,1,0.307692,0.341121,0.74,0.18254,0.296296,0.102937,0.897063,0.703704,0.717172,0.296296,0.231133,0.212851,0.521438,0.465411,0.313478,0.296296,0.001,0.001,0,0,0,0,6999,36625,5605,62.962963,42.222222,?,?,?,?
pac-man,1,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190405.1303,247,27,8,19,0,29.62963,70.37037,0,0.13198,0.284417,0.473725,118.547897,138.144089,42.9952,434.410845,-391.415645,1.592415,16.089291,-14.496876,0.629061,0.023299,1.463097,0.5,1,0.32,8,0.68,17,0.5,1,0.111111,0.5,0.181818,0.1,0.62,0.132479,0.296296,0.157798,0.842202,0.703704,0.514403,0.296296,0.267698,0.129467,0.495421,0.486962,0.287162,0.296296,0.001,0,0,0,0,0,6999,36625,5605,70.37037,43.703704,?,?,?,?
pac-man,1,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190405.1303,247,27,10,17,0,37.037037,62.962963,0,0.17148,0.248683,0.431756,103.653576,125.905393,42.9952,74.661208,-31.666008,1.592415,2.76523,-1.172815,5.079883,0.188144,11.815,1,2,0.4,10,0.6,15,0,0,0.166667,1,0.285714,0.316228,0.96,0.583333,0.37037,0.177485,0.822515,0.62963,0.514991,0.37037,0.371406,0.166781,0.662752,0.594013,0.305124,0.37037,0.001,0.001,0,0,0,0,6999,36625,5605,70.37037,42.222222,?,?,?,?
pac-man,1,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190405.1303,247,27,8,19,0,29.62963,70.37037,0,0.130508,0.293722,0.468813,122.42632,136.711634,42.9952,99.090261,-56.095061,1.592415,3.67001,-2.077595,-1.967226,-0.07286,-4.575456,0.5,1,0.48,12,0.52,13,0.5,1,0.076923,0.5,0.133333,0.010483,0.46,0.097285,0.296296,0.139933,0.860067,0.703704,0.660019,0.296296,0.326279,0.199556,0.495756,0.513158,0.315476,0.296296,0.001,0.001,0,0,0,0,6999,36625,5605,51.851852,42.962963,?,?,?,?
pac-man,1,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190405.1303,247,27,5,22,0,18.518519,81.481481,0,0.032573,0.324513,0.525444,135.260237,153.226164,42.9952,132.178797,-89.183597,1.592415,4.895511,-3.303096,-6.905929,-0.255775,-16.062094,0.5,1,0.28,7,0.72,18,0.5,1,0.125,0.5,0.2,0.126179,0.74,0.190909,0.185185,0.135146,0.864854,0.814815,0.656686,0.185185,0.157764,0.103072,0.507311,0.464702,0.187366,0.185185,0.001,0,0,0,0,0,6999,36625,5605,40.740741,36.296296,?,?,?,?
pac-man,2,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190405.1303,246,28,5,23,0,17.857143,82.142857,0,-0.001555,0.320296,0.519444,131.301747,148.656098,46.553773,381.20577,-334.651997,1.662635,13.614492,-11.951857,-5.298512,-0.189233,-11.381488,0.333333,1,0.24,6,0.76,19,0.666667,2,0.142857,0.333333,0.2,0.066667,0.68,0.444444,0.178571,0.228354,0.771646,0.821429,0.085884,0.178571,0.115393,-0.146996,0.428188,0.42262,0.199733,0.178571,0.001,0,0,0,0,0,6999,36484,5746,35.714286,35.714286,?,?,?,?
pac-man,2,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190405.1303,246,28,8,20,0,28.571429,71.428571,0,0.084967,0.276926,0.469812,113.522958,134.452068,46.553773,94.409569,-47.855796,1.662635,3.37177,-1.709136,1.992552,0.071163,4.280108,0.666667,2,0.32,8,0.68,17,0.333333,1,0.2,0.666667,0.307692,0.223772,0.733333,0.220539,0.285714,0.161874,0.838126,0.714286,0.514286,0.285714,0.298273,0.134278,0.606651,0.507535,0.238828,0.285714,0,0.001,0,0,0,0,6999,36484,5746,71.428571,42.142857,?,?,?,?
pac-man,2,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190405.1303,246,28,11,17,0,39.285714,60.714286,0,0.214521,0.239002,0.414508,97.976148,118.625054,46.553773,94.371446,-47.817673,1.662635,3.370409,-1.707774,10.84472,0.387311,23.295041,0,0,0.2,5,0.8,20,1,3,0,0,0,-0.161515,0.76,0.241703,0.392857,0.147205,0.852795,0.607143,0.583302,0.392857,0.384895,0.242506,0.674014,0.641737,0.356602,0.392857,0.001,0.001,0,0,0,0,6999,36484,5746,75,42.857143,?,?,?,?
pac-man,2,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190405.1303,246,28,7,21,0,25,75,0,0.066667,0.294171,0.480477,121.214358,138.305731,45.443434,100.58789,-55.144455,1.62298,3.592425,-1.969445,-1.326621,-0.047379,-2.919279,0.5,1,0.307692,8,0.692308,18,0.5,1,0.111111,0.5,0.181818,0.106047,0.692308,0.160256,0.25,0.175117,0.824883,0.75,0.478175,0.25,0.240431,0.07968,0.540725,0.47336,0.243919,0.25,0.001,0.001,0,0,0,0,6999,36484,5746,57.142857,40.714286,?,?,?,?
pac-man,2,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190405.1303,247,27,6,21,0,22.222222,77.777778,0,0.065898,0.311979,0.493431,130.035845,143.89056,42.9952,106.897885,-63.902685,1.592415,3.959181,-2.366766,-5.007923,-0.185479,-11.647633,0.5,1,0.4,10,0.6,15,0.5,1,0.090909,0.5,0.153846,0.0533,0.48,0.102632,0.222222,0.1657,0.8343,0.777778,0.423401,0.222222,0.191982,0.041502,0.549024,0.510268,0.237808,0.222222,0.001,0,0,0,0,0,6999,36625,5605,55.555556,39.259259,?,?,?,?
pac-man,2,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190405.1303,247,27,6,21,0,22.222222,77.777778,0,0.068966,0.296235,0.483866,123.473521,141.101466,42.9952,103.401771,-60.406571,1.592415,3.829695,-2.23728,-1.751643,-0.064876,-4.074044,0.5,1,0.24,6,0.76,19,0.5,1,0.142857,0.5,0.222222,0.15538,0.8,0.340909,0.222222,0.18159,0.81841,0.777778,0.093122,0.222222,0.127355,-0.06861,0.580632,0.566234,0.216374,0.222222,0.001,0,0,0,0,0,6999,36625,5605,59.259259,42.962963,?,?,?,?
pac-man,2,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190405.1303,247,27,6,21,0,22.222222,77.777778,0,0.047059,0.313994,0.50128,130.875813,146.179446,42.9952,106.910865,-63.915665,1.592415,3.959662,-2.367247,-2.638066,-0.097706,-6.135721,0.5,1,0.2,5,0.8,20,0.5,1,0.166667,0.5,0.25,0.188982,0.74,0.24359,0.222222,0.234475,0.765525,0.777778,0.111287,0.222222,0.142842,-0.12368,0.396346,0.378784,0.252558,0.222222,0.001,0,0,0,0,0,6999,36625,5605,55.555556,39.259259,?,?,?,?
pac-man,2,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190405.1303,247,27,9,18,0,33.333333,66.666667,0,0.174873,0.276714,0.446795,115.337014,130.291071,42.9952,90.180384,-47.185184,1.592415,3.340014,-1.747599,1.487723,0.055101,3.460208,1,2,0.4,10,0.6,15,0,0,0.166667,1,0.285714,0.316228,0.6,0.128788,0.333333,0.138472,0.861528,0.666667,0.575617,0.333333,0.32674,0.188615,0.6497,0.585483,0.333242,0.333333,0.001,0,0,0,0,0,6999,36625,5605,59.259259,42.962963,?,?,?,?
pac-man,2,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190405.1303,247,27,5,22,0,18.518519,81.481481,0,0.008347,0.283504,0.469309,115.506692,133.391992,44.906238,110.897693,-65.991455,1.663194,4.107322,-2.444128,1.902667,0.070469,4.236977,0,0,0.2,5,0.8,20,1,2,0,0,0,-0.13484,0.72,0.173611,0.185185,0.195791,0.804209,0.814815,0.087542,0.185185,0.118827,-0.091781,0.630213,0.559773,0.160417,0.185185,0.001,0,0.015625,0,15.625,0,6999,36625,5605,66.666667,43.703704,?,?,?,?
pac-man,2,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190405.1303,247,27,7,20,0,25.925926,74.074074,0,0.127625,0.284758,0.468996,116.017571,133.303103,44.906238,88.612777,-43.706539,1.663194,3.281955,-1.618761,0.771251,0.028565,1.71747,1,2,0.52,13,0.48,12,0,0,0.133333,1,0.235294,0.252982,0.76,0.25,0.259259,0.13532,0.86468,0.740741,0.369959,0.259259,0.188609,0.071254,0.647767,0.577528,0.231092,0.259259,0,0.001,0,0,0,0,6999,36625,5605,70.37037,42.962963,?,?,?,?
pac-man,3,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190405.1303,246,28,7,21,0,25,75,0,0.076923,0.307581,0.494393,126.532254,142.047429,45.713833,114.810296,-69.096463,1.632637,4.100368,-2.467731,-3.943248,-0.14083,-8.625939,0,0,0.192308,5,0.807692,21,1,2,0,0,0,-0.129315,0.519231,0.104167,0.25,0.13796,0.86204,0.75,0.666667,0.25,0.245491,0.176431,0.60774,0.535245,0.221465,0.25,0.001,0.001,0,0,0,0,6999,36484,5746,67.857143,42.142857,?,?,?,?
pac-man,3,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190405.1303,246,28,6,22,0,21.428571,78.571429,0,0.019108,0.300777,0.490265,123.300508,140.30543,46.553773,100.588322,-54.034549,1.662635,3.59244,-1.929805,-2.823992,-0.100857,-6.066086,0.333333,1,0.48,12,0.52,13,0.666667,2,0.076923,0.333333,0.125,-0.090959,0.626667,0.269935,0.214286,0.1653,0.8347,0.785714,0.476496,0.214286,0.235842,0.072266,0.608357,0.533082,0.177679,0.214286,0.001,0,0,0,0,0,6999,36484,5746,60.714286,42.142857,?,?,?,?
pac-man,3,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190405.1303,246,28,9,19,0,32.142857,67.857143,0,0.136364,0.284609,0.472425,116.672292,135.199797,46.553773,93.104689,-46.550916,1.662635,3.325167,-1.662533,3.276587,0.117021,7.038285,0.666667,2,0.36,9,0.64,16,0.333333,1,0.181818,0.666667,0.285714,0.194212,0.733333,0.256614,0.321429,0.230342,0.769658,0.678571,0.381725,0.321429,0.292234,0.044758,0.555668,0.478009,0.355159,0.321429,0,0.001,0,0,0,0,6999,36484,5746,64.285714,41.428571,?,?,?,?
pac-man,3,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190405.1303,246,28,6,22,0,21.428571,78.571429,0,0.058104,0.290385,0.463936,119.040067,132.770455,46.553773,93.083268,-46.529496,1.662635,3.324402,-1.661768,1.731758,0.061849,3.719909,0.333333,1,0.28,7,0.72,18,0.666667,2,0.125,0.333333,0.181818,0.036515,0.746667,0.312169,0.214286,0.179068,0.820932,0.785714,0.092985,0.214286,0.126415,-0.062239,0.637001,0.57675,0.206273,0.214286,0.001,0,0,0,0,0,6999,36484,5746,64.285714,44.285714,?,?,?,?
pac-man,3,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190405.1303,247,27,4,23,0,14.814815,85.185185,0,-0.074394,0.29816,0.472202,124.275792,137.700137,42.9952,106.63564,-63.64044,1.592415,3.949468,-2.357053,-1.643184,-0.060859,-3.821784,0,0,0.28,7,0.72,18,1,2,0,0,0,-0.167332,0.58,0.122222,0.148148,0.281903,0.718097,0.851852,0.211052,0.148148,0.139586,-0.175734,0.462594,0.426954,0.151623,0.148148,0,0.001,0,0,0,0,6999,36625,5605,62.962963,41.481481,?,?,?,?
pac-man,3,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190405.1303,247,27,5,22,0,18.518519,81.481481,0,-0.010204,0.30584,0.506971,127.477077,147.839165,42.9952,358.02348,-315.02828,1.592415,13.260129,-11.667714,-4.002833,-0.148253,-9.309953,0.5,1,0.28,7,0.72,18,0.5,1,0.125,0.5,0.2,0.126179,0.78,0.257576,0.185185,0.231984,0.768016,0.814815,0.249525,0.185185,0.138921,-0.102104,0.49783,0.476755,0.159649,0.185185,0,0.001,0,0,0,0,6999,36625,5605,51.851852,39.259259,?,?,?,?
pac-man,3,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190405.1303,247,27,9,18,0,33.333333,66.666667,0,0.154783,0.282307,0.47404,117.668397,138.235914,42.9952,107.751927,-64.756726,1.592415,3.990812,-2.398397,1.049989,0.038888,2.442107,0.5,1,0.24,6,0.76,19,0.5,1,0.142857,0.5,0.222222,0.15538,0.74,0.18254,0.333333,0.158314,0.841686,0.666667,0.553792,0.333333,0.318422,0.171563,0.605613,0.51898,0.310703,0.333333,0.001,0,0,0,0,0,6999,36625,5605,62.962963,42.222222,?,?,?,?
pac-man,3,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190405.1303,247,27,7,20,0,25.925926,74.074074,0,0.114754,0.293652,0.464399,122.397143,135.424695,42.9952,87.868269,-44.873069,1.592415,3.25438,-1.661966,-0.130231,-0.004823,-0.302898,1,2,0.36,9,0.64,16,0,0,0.181818,1,0.307692,0.341121,0.84,0.266667,0.259259,0.156809,0.843191,0.740741,0.401122,0.259259,0.200923,0.053932,0.626049,0.531225,0.267399,0.259259,0,0.001,0,0.015625,0,15.625,6999,36625,5605,70.37037,45.925926,?,?,?,?
pac-man,3,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20190405.1303,247,27,8,19,0,29.62963,70.37037,0,0.139262,0.293494,0.486059,119.777731,138.411229,44.635839,116.99357,-72.357731,1.653179,4.333095,-2.679916,-2.136989,-0.079148,-4.787608,0.5,1,0.48,12,0.52,13,0.5,1,0.076923,0.5,0.133333,0.010483,0.62,0.219298,0.296296,0.101348,0.898652,0.703704,0.660019,0.296296,0.31358,0.242976,0.499285,0.463163,0.25,0.296296,0,0.001,0,0,0,0,6999,36625,5605,37.037037,39.259259,?,?,?,?
