@relation pac-man
@attribute ronda_tick NUMERIC
@attribute width NUMERIC
@attribute height NUMERIC
@attribute pmanPosX NUMERIC
@attribute pmanPosY NUMERIC
@attribute legalWest {None, West}
@attribute legalStop {None, Stop}
@attribute legalEast {None, East}
@attribute legalNorth {None, North}
@attribute legalSouth {None, South}
@attribute direction {Stop,West,East,North,South}
@attribute numAgents NUMERIC
@attribute livingG_0 {True,False}
@attribute livingG_1 {True,False}
@attribute livingG_2 {True,False}
@attribute livingG_3 {True,False}
@attribute livingG_4 {True,False}
@attribute g1posX NUMERIC
@attribute g1posY NUMERIC
@attribute g2posX NUMERIC
@attribute g2posY NUMERIC
@attribute g3posX NUMERIC
@attribute g3posY NUMERIC
@attribute g4posX NUMERIC
@attribute g4posY NUMERIC
@attribute g1dir {Stop,West,East,North,South}
@attribute g2dir {Stop,West,East,North,South}
@attribute g3dir {Stop,West,East,North,South}
@attribute g4dir {Stop,West,East,North,South}
@attribute g1dist NUMERIC
@attribute g2dist NUMERIC
@attribute g3dist NUMERIC
@attribute g4dist NUMERIC
@attribute numFood NUMERIC
@attribute nearestFood NUMERIC
@attribute score NUMERIC
@attribute scoreSiguiente NUMERIC
@attribute action {Stop,West,East,North,South}

@data
21,27,20,3,9,None,Stop,East,North,South,North,4,False,False,True,True,True,3,9,9,7,24,3,25,15,Stop,North,West,North,-1,-1,-1,-1,0,-1,179,East,178
22,27,20,4,9,West,Stop,East,North,South,East,4,False,False,True,True,True,1,1,10,7,23,3,24,15,Stop,East,West,West,-1,-1,-1,-1,0,-1,178,East,177
23,27,20,5,9,West,Stop,East,North,South,East,4,False,False,True,True,True,1,1,10,8,24,3,24,14,Stop,North,East,South,-1,-1,-1,-1,0,-1,177,South,176
24,27,20,5,8,West,Stop,East,North,South,South,4,False,False,True,True,True,1,1,10,9,25,3,24,15,Stop,North,East,North,-1,-1,-1,-1,0,-1,176,South,175
25,27,20,5,7,West,Stop,East,North,South,South,4,False,False,True,True,True,1,1,10,9,25,3,24,14,Stop,North,East,South,-1,-1,-1,-1,0,-1,175,South,174
26,27,20,5,6,West,Stop,East,North,South,South,4,False,False,True,True,True,1,1,10,10,24,3,24,15,Stop,North,West,North,-1,-1,-1,-1,0,-1,174,East,173
29,27,20,8,6,West,Stop,East,North,South,East,4,False,False,True,True,True,1,1,10,11,25,3,24,15,Stop,North,East,North,-1,-1,-1,-1,0,-1,171,East,170
30,27,20,9,6,West,Stop,East,North,South,East,4,False,False,True,True,True,1,1,10,11,25,3,24,16,Stop,North,East,North,-1,-1,-1,-1,0,-1,170,North,169
31,27,20,9,7,West,Stop,East,North,South,North,4,False,False,True,True,True,1,1,10,12,25,3,25,16,Stop,North,East,East,-1,-1,-1,-1,0,-1,169,North,168
32,27,20,9,8,West,Stop,East,North,South,North,4,False,False,True,True,True,1,1,10,13,25,4,25,17,Stop,North,North,North,-1,-1,-1,-1,0,-1,168,North,167
33,27,20,9,9,West,Stop,East,North,South,North,4,False,False,True,True,True,1,1,10,12,25,4,25,18,Stop,South,North,North,-1,-1,-1,-1,0,-1,167,North,166
34,27,20,9,10,West,Stop,East,North,South,North,4,False,False,True,True,True,1,1,10,12,24,4,25,18,Stop,South,West,North,-1,-1,-1,-1,0,-1,166,North,165
35,27,20,9,11,West,Stop,East,North,South,North,4,False,False,True,True,True,1,1,11,12,24,3,25,17,Stop,East,South,South,-1,-1,-1,-1,0,-1,165,North,164
36,27,20,9,12,West,Stop,East,North,South,North,4,False,False,True,True,True,1,1,11,12,24,3,25,17,Stop,East,South,South,-1,-1,-1,-1,0,-1,164,East,163
37,27,20,10,12,West,Stop,East,North,South,East,4,False,False,True,True,True,1,1,11,11,24,3,25,18,Stop,South,South,North,-1,-1,-1,-1,0,-1,163,East,162
38,27,20,11,12,West,Stop,East,None,South,East,4,False,False,True,True,True,1,1,10,11,23,3,24,18,Stop,West,West,West,-1,-1,-1,-1,0,-1,162,South,161
39,27,20,11,11,West,Stop,None,North,South,South,4,False,False,True,True,True,1,1,10,10,22,3,24,18,Stop,South,West,West,-1,-1,-1,-1,0,-1,161,West,160
40,27,20,10,11,West,Stop,East,North,South,West,4,False,False,True,True,True,1,1,10,9,21,3,25,18,Stop,South,West,East,-1,-1,-1,-1,0,-1,160,West,159
41,27,20,9,11,West,Stop,East,North,South,West,4,False,False,True,True,True,1,1,10,10,21,4,25,18,Stop,North,North,East,-1,-1,-1,-1,0,-1,159,South,158
42,27,20,9,10,West,Stop,East,North,South,South,4,False,False,True,True,True,1,1,11,10,22,4,25,17,Stop,East,East,South,-1,-1,-1,-1,0,-1,158,East,157
43,27,20,10,10,West,Stop,East,North,South,East,4,False,False,True,True,True,1,1,11,11,21,4,25,16,Stop,North,West,South,-1,-1,-1,-1,0,-1,157,East,356
44,27,20,11,10,West,Stop,None,North,South,East,4,False,False,False,True,True,1,1,11,10,21,3,25,17,Stop,Stop,South,North,-1,-1,-1,-1,0,-1,356,North,355
45,27,20,11,11,West,Stop,None,North,South,North,4,False,False,False,True,True,1,1,3,1,22,3,25,17,Stop,Stop,East,North,-1,-1,-1,-1,0,-1,355,North,354
46,27,20,11,12,West,Stop,East,None,South,North,4,False,False,False,True,True,1,1,3,1,22,4,25,17,Stop,Stop,North,North,-1,-1,-1,-1,0,-1,354,East,353
48,27,20,13,12,West,Stop,East,None,South,East,4,False,False,False,True,True,1,1,3,1,22,4,24,18,Stop,Stop,North,West,-1,-1,-1,-1,0,-1,352,East,351
49,27,20,14,12,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,23,4,25,18,Stop,Stop,East,East,-1,-1,-1,-1,0,-1,351,North,350
50,27,20,14,13,None,Stop,None,North,South,North,4,False,False,False,True,True,1,1,3,1,23,4,24,18,Stop,Stop,East,West,-1,-1,-1,-1,0,-1,350,North,349
51,27,20,14,14,West,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,24,4,24,18,Stop,Stop,East,West,-1,-1,-1,-1,0,-1,349,North,348
52,27,20,14,15,West,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,24,5,25,18,Stop,Stop,North,East,-1,-1,-1,-1,0,-1,348,North,347
53,27,20,14,16,West,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,24,4,24,18,Stop,Stop,South,West,-1,-1,-1,-1,0,-1,347,North,346
54,27,20,14,17,None,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,23,4,24,18,Stop,Stop,West,West,-1,-1,-1,-1,0,-1,346,East,345
55,27,20,15,17,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,23,4,25,18,Stop,Stop,West,East,-1,-1,-1,-1,0,-1,345,East,344
56,27,20,16,17,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,24,4,24,18,Stop,Stop,East,West,-1,-1,-1,-1,0,-1,344,North,343
57,27,20,16,18,West,Stop,East,None,South,North,4,False,False,False,True,True,1,1,3,1,24,3,25,18,Stop,Stop,South,East,-1,-1,-1,-1,0,-1,343,East,342
58,27,20,17,18,West,Stop,East,None,South,East,4,False,False,False,True,True,1,1,3,1,23,3,24,18,Stop,Stop,West,West,-1,-1,-1,-1,0,-1,342,East,341
59,27,20,18,18,West,Stop,East,None,South,East,4,False,False,False,True,True,1,1,3,1,23,4,25,18,Stop,Stop,North,East,-1,-1,-1,-1,0,-1,341,East,340
60,27,20,19,18,West,Stop,East,None,South,East,4,False,False,False,True,True,1,1,3,1,23,4,24,18,Stop,Stop,North,West,-1,-1,-1,-1,0,-1,340,East,339
61,27,20,20,18,West,Stop,East,None,South,East,4,False,False,False,True,True,1,1,3,1,23,4,24,18,Stop,Stop,North,West,-1,-1,-1,-1,0,-1,339,East,338
62,27,20,21,18,West,Stop,East,None,South,East,4,False,False,False,True,True,1,1,3,1,22,4,23,18,Stop,Stop,West,West,-1,-1,-1,-1,0,-1,338,East,537
66,27,20,21,18,West,Stop,East,None,South,West,4,False,False,False,True,False,1,1,3,1,23,5,7,1,Stop,Stop,North,Stop,-1,-1,-1,-1,0,-1,534,West,533
67,27,20,20,18,West,Stop,East,None,South,West,4,False,False,False,True,False,1,1,3,1,23,5,7,1,Stop,Stop,North,Stop,-1,-1,-1,-1,0,-1,533,South,532
68,27,20,20,17,West,Stop,East,North,South,South,4,False,False,False,True,False,1,1,3,1,23,5,7,1,Stop,Stop,North,Stop,-1,-1,-1,-1,0,-1,532,South,531
69,27,20,20,16,None,Stop,East,North,South,South,4,False,False,False,True,False,1,1,3,1,23,6,7,1,Stop,Stop,North,Stop,-1,-1,-1,-1,0,-1,531,South,530
70,27,20,20,15,None,Stop,East,North,South,South,4,False,False,False,True,False,1,1,3,1,23,7,7,1,Stop,Stop,North,Stop,-1,-1,-1,-1,0,-1,530,South,529
71,27,20,20,14,West,Stop,None,North,South,South,4,False,False,False,True,False,1,1,3,1,23,8,7,1,Stop,Stop,North,Stop,-1,-1,-1,-1,0,-1,529,South,528
72,27,20,20,13,West,Stop,None,North,South,South,4,False,False,False,True,False,1,1,3,1,22,8,7,1,Stop,Stop,West,Stop,-1,-1,-1,-1,0,-1,528,South,527
73,27,20,20,12,West,Stop,None,North,South,South,4,False,False,False,True,False,1,1,3,1,22,8,7,1,Stop,Stop,West,Stop,-1,-1,-1,-1,0,-1,527,South,526
74,27,20,20,11,West,Stop,None,North,South,South,4,False,False,False,True,False,1,1,3,1,23,8,7,1,Stop,Stop,East,Stop,-1,-1,-1,-1,0,-1,526,South,525
1,27,20,1,18,None,Stop,East,None,South,Stop,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,13,13,13,13,0,-1,-1,Stop,-2
2,27,20,1,18,None,Stop,East,None,South,Stop,4,False,True,True,True,True,5,10,11,4,16,6,25,14,North,North,West,North,12,12,12,12,0,-1,-2,Stop,-3
3,27,20,1,18,None,Stop,East,None,South,Stop,4,False,True,True,True,True,5,9,11,5,16,6,25,13,South,North,West,South,13,13,13,13,0,-1,-3,South,-4
4,27,20,1,17,None,Stop,None,North,South,South,4,False,True,True,True,True,6,9,10,5,17,6,25,13,East,West,East,South,13,13,13,13,0,-1,-4,South,-5
5,27,20,1,16,None,Stop,East,North,South,South,4,False,True,True,True,True,5,9,10,6,16,6,25,14,West,North,West,North,11,11,11,11,0,-1,-5,South,-6
6,27,20,1,15,None,Stop,East,North,South,South,4,False,True,True,True,True,5,9,10,6,16,6,24,14,West,North,West,West,10,10,10,10,0,-1,-6,South,-7
7,27,20,1,14,None,Stop,East,North,South,South,4,False,True,True,True,True,5,8,10,5,15,6,25,14,South,South,West,East,10,10,10,10,0,-1,-7,South,-8
8,27,20,1,13,None,Stop,None,North,South,South,4,False,True,True,True,True,4,8,9,5,14,6,25,13,West,West,West,South,8,8,8,8,0,-1,-8,South,-9
9,27,20,1,12,None,Stop,East,North,South,South,4,False,True,True,True,True,3,8,8,5,15,6,25,13,West,West,East,South,6,6,6,6,0,-1,-9,South,-10
10,27,20,1,11,None,Stop,None,North,South,South,4,False,True,True,True,True,3,7,8,4,16,6,25,14,South,South,East,North,6,6,6,6,0,-1,-10,South,-11
11,27,20,1,10,None,Stop,None,North,South,South,4,False,True,True,True,True,4,7,8,4,16,6,25,14,East,South,East,North,6,6,6,6,0,-1,-11,South,-12
12,27,20,1,9,None,Stop,None,North,South,South,4,False,True,True,True,True,4,7,8,3,16,6,25,14,East,South,East,North,5,5,5,5,0,-1,-12,South,-13
13,27,20,1,8,None,Stop,None,North,South,South,4,False,True,True,True,True,5,7,8,4,16,6,25,14,East,North,East,North,5,5,5,5,0,-1,-13,South,-14
14,27,20,1,7,None,Stop,None,North,South,South,4,False,True,True,True,True,5,8,8,5,17,6,25,13,North,North,East,South,5,5,5,5,0,-1,-14,South,-15
15,27,20,1,6,None,Stop,East,North,South,South,4,False,True,True,True,True,5,7,8,6,18,6,25,14,South,North,East,North,5,5,5,5,0,-1,-15,East,-16
16,27,20,2,6,West,Stop,East,None,South,East,4,False,True,True,True,True,5,8,8,5,18,5,25,14,North,South,South,North,5,5,5,5,0,-1,-16,East,-17
17,27,20,3,6,West,Stop,East,North,South,East,4,False,True,True,True,True,5,8,8,4,18,6,25,15,North,South,North,North,4,4,4,4,0,-1,-17,East,-18
18,27,20,4,6,West,Stop,East,North,South,East,4,False,True,True,True,True,4,8,9,4,17,6,25,15,West,East,West,North,2,2,2,2,0,-1,-18,North,-19
19,27,20,4,7,West,Stop,East,North,South,North,4,False,True,True,True,True,3,8,9,4,17,6,25,15,West,East,West,North,2,2,2,2,0,-1,-19,North,-20
20,27,20,4,8,West,Stop,East,North,South,North,4,False,True,True,True,True,3,8,9,3,17,5,25,15,West,South,South,North,1,1,1,1,0,-1,-20,West,-21
21,27,20,3,8,None,Stop,East,North,South,West,4,False,True,True,True,True,3,7,10,3,17,4,25,15,South,East,South,North,1,1,1,1,0,-1,-21,East,-22
22,27,20,4,8,West,Stop,East,North,South,East,4,False,True,True,True,True,4,7,10,3,17,3,24,15,East,East,South,West,1,1,1,1,0,-1,-22,South,177
23,27,20,4,7,West,Stop,East,North,South,South,4,False,False,True,True,True,4,7,9,3,17,3,23,15,Stop,West,South,West,-1,-1,-1,-1,0,-1,177,South,176
24,27,20,4,6,West,Stop,East,North,South,South,4,False,False,True,True,True,1,1,8,3,17,4,23,16,Stop,West,North,North,-1,-1,-1,-1,0,-1,176,East,175
25,27,20,5,6,West,Stop,East,North,South,East,4,False,False,True,True,True,1,1,8,3,17,5,23,15,Stop,West,North,South,-1,-1,-1,-1,0,-1,175,East,174
29,27,20,5,6,West,Stop,East,North,South,West,4,False,False,True,True,True,1,1,7,3,17,4,22,16,Stop,East,South,East,-1,-1,-1,-1,0,-1,171,South,170
30,27,20,5,5,West,Stop,None,North,South,South,4,False,False,True,True,True,1,1,7,3,16,4,23,16,Stop,East,West,East,-1,-1,-1,-1,0,-1,170,South,169
31,27,20,5,4,West,Stop,None,North,South,South,4,False,False,True,True,True,1,1,7,3,17,4,24,16,Stop,East,East,East,-1,-1,-1,-1,0,-1,169,South,168
36,27,20,8,4,None,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,18,3,22,13,Stop,Stop,South,South,-1,-1,-1,-1,0,-1,364,North,363
37,27,20,8,5,None,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,18,4,23,13,Stop,Stop,North,East,-1,-1,-1,-1,0,-1,363,North,362
38,27,20,8,6,West,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,18,4,23,13,Stop,Stop,North,East,-1,-1,-1,-1,0,-1,362,North,361
39,27,20,8,7,None,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,18,4,23,14,Stop,Stop,North,North,-1,-1,-1,-1,0,-1,361,North,360
40,27,20,8,8,None,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,18,4,23,13,Stop,Stop,North,South,-1,-1,-1,-1,0,-1,360,North,359
41,27,20,8,9,None,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,18,5,23,14,Stop,Stop,North,North,-1,-1,-1,-1,0,-1,359,North,358
42,27,20,8,10,None,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,18,5,23,14,Stop,Stop,North,North,-1,-1,-1,-1,0,-1,358,North,357
43,27,20,8,11,None,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,18,5,23,14,Stop,Stop,North,North,-1,-1,-1,-1,0,-1,357,North,356
44,27,20,8,12,West,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,18,4,23,13,Stop,Stop,South,South,-1,-1,-1,-1,0,-1,356,North,355
45,27,20,8,13,None,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,18,4,23,13,Stop,Stop,South,South,-1,-1,-1,-1,0,-1,355,North,354
46,27,20,8,14,West,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,18,5,22,13,Stop,Stop,North,West,-1,-1,-1,-1,0,-1,354,North,353
47,27,20,8,15,West,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,18,4,23,13,Stop,Stop,South,East,-1,-1,-1,-1,0,-1,353,East,352
48,27,20,9,15,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,18,5,22,13,Stop,Stop,North,West,-1,-1,-1,-1,0,-1,352,East,351
49,27,20,10,15,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,18,6,22,13,Stop,Stop,North,West,-1,-1,-1,-1,0,-1,351,East,350
51,27,20,12,15,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,19,5,23,13,Stop,Stop,South,East,-1,-1,-1,-1,0,-1,349,East,348
52,27,20,13,15,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,19,5,23,14,Stop,Stop,South,North,-1,-1,-1,-1,0,-1,348,East,347
53,27,20,14,15,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,19,4,23,13,Stop,Stop,South,South,-1,-1,-1,-1,0,-1,347,East,346
54,27,20,15,15,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,18,4,23,14,Stop,Stop,West,North,-1,-1,-1,-1,0,-1,346,East,345
55,27,20,16,15,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,17,4,24,14,Stop,Stop,West,East,-1,-1,-1,-1,0,-1,345,East,344
56,27,20,17,15,West,Stop,None,North,South,East,4,False,False,False,True,True,1,1,3,1,16,4,24,14,Stop,Stop,West,East,-1,-1,-1,-1,0,-1,344,South,343
57,27,20,17,14,West,Stop,East,North,South,South,4,False,False,False,True,True,1,1,3,1,15,4,24,15,Stop,Stop,West,North,-1,-1,-1,-1,0,-1,343,East,342
58,27,20,18,14,West,Stop,East,None,South,East,4,False,False,False,True,True,1,1,3,1,14,4,24,14,Stop,Stop,West,South,-1,-1,-1,-1,0,-1,342,East,341
59,27,20,19,14,West,Stop,East,None,South,East,4,False,False,False,True,True,1,1,3,1,14,4,23,14,Stop,Stop,West,West,-1,-1,-1,-1,0,-1,341,East,340
60,27,20,20,14,West,Stop,None,North,South,East,4,False,False,False,True,True,1,1,3,1,15,4,23,15,Stop,Stop,East,North,-1,-1,-1,-1,0,-1,340,North,339
61,27,20,20,15,None,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,16,4,23,14,Stop,Stop,East,South,-1,-1,-1,-1,0,-1,339,East,338
63,27,20,22,15,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,15,4,22,13,Stop,Stop,West,West,-1,-1,-1,-1,0,-1,337,East,336
64,27,20,23,15,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,15,4,23,13,Stop,Stop,West,East,-1,-1,-1,-1,0,-1,336,South,335
65,27,20,23,14,West,Stop,East,North,South,South,4,False,False,False,True,True,1,1,3,1,14,4,23,13,Stop,Stop,West,East,-1,-1,-1,-1,0,-1,335,South,334
68,27,20,22,14,None,Stop,East,North,South,North,4,False,False,False,True,False,1,1,3,1,13,6,7,1,Stop,Stop,North,Stop,-1,-1,-1,-1,0,-1,532,North,531
69,27,20,22,15,West,Stop,East,North,South,North,4,False,False,False,True,False,1,1,3,1,13,7,7,1,Stop,Stop,North,Stop,-1,-1,-1,-1,0,-1,531,West,530
71,27,20,20,15,None,Stop,East,North,South,West,4,False,False,False,True,False,1,1,3,1,13,9,7,1,Stop,Stop,North,Stop,-1,-1,-1,-1,0,-1,529,South,528
72,27,20,20,14,West,Stop,None,North,South,South,4,False,False,False,True,False,1,1,3,1,14,9,7,1,Stop,Stop,East,Stop,-1,-1,-1,-1,0,-1,528,South,527
73,27,20,20,13,West,Stop,None,North,South,South,4,False,False,False,True,False,1,1,3,1,14,9,7,1,Stop,Stop,East,Stop,-1,-1,-1,-1,0,-1,527,West,526
74,27,20,19,13,West,Stop,East,North,South,West,4,False,False,False,True,False,1,1,3,1,13,9,7,1,Stop,Stop,West,Stop,-1,-1,-1,-1,0,-1,526,West,525
75,27,20,18,13,West,Stop,East,North,South,West,4,False,False,False,True,False,1,1,3,1,13,8,7,1,Stop,Stop,South,Stop,-1,-1,-1,-1,0,-1,525,South,524
76,27,20,18,12,West,Stop,East,North,South,South,4,False,False,False,True,False,1,1,3,1,14,8,7,1,Stop,Stop,East,Stop,-1,-1,-1,-1,0,-1,524,South,523
77,27,20,18,11,West,Stop,East,North,South,South,4,False,False,False,True,False,1,1,3,1,15,8,7,1,Stop,Stop,East,Stop,-1,-1,-1,-1,0,-1,523,West,522
78,27,20,17,11,West,Stop,East,North,South,West,4,False,False,False,True,False,1,1,3,1,16,8,7,1,Stop,Stop,East,Stop,-1,-1,-1,-1,0,-1,522,West,521
79,27,20,16,11,West,Stop,East,North,South,West,4,False,False,False,True,False,1,1,3,1,17,8,7,1,Stop,Stop,East,Stop,-1,-1,-1,-1,0,-1,521,West,520
80,27,20,15,11,West,Stop,East,North,South,West,4,False,False,False,True,False,1,1,3,1,18,8,7,1,Stop,Stop,East,Stop,-1,-1,-1,-1,0,-1,520,West,519
81,27,20,14,11,West,Stop,East,North,South,West,4,False,False,False,True,False,1,1,3,1,17,8,7,1,Stop,Stop,West,Stop,-1,-1,-1,-1,0,-1,519,South,518
82,27,20,14,10,West,Stop,East,North,South,South,4,False,False,False,True,False,1,1,3,1,17,8,7,1,Stop,Stop,West,Stop,-1,-1,-1,-1,0,-1,518,South,517
83,27,20,14,9,West,Stop,None,North,South,South,4,False,False,False,True,False,1,1,3,1,17,8,7,1,Stop,Stop,West,Stop,-1,-1,-1,-1,0,-1,517,South,516
84,27,20,14,8,West,Stop,East,North,South,South,4,False,False,False,True,False,1,1,3,1,16,8,7,1,Stop,Stop,West,Stop,-1,-1,-1,-1,0,-1,516,East,715
1,27,20,1,18,None,Stop,East,None,South,Stop,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,13,13,13,13,0,-1,-1,Stop,-2
2,27,20,1,18,None,Stop,East,None,South,Stop,4,False,True,True,True,True,5,9,11,3,17,5,25,14,Stop,Stop,South,North,13,13,13,13,0,-1,-2,Stop,-3
3,27,20,1,18,None,Stop,East,None,South,Stop,4,False,True,True,True,True,5,8,11,3,17,4,25,15,South,Stop,South,North,14,14,14,14,0,-1,-3,Stop,-4
4,27,20,1,18,None,Stop,East,None,South,Stop,4,False,True,True,True,True,5,7,10,3,17,4,24,15,South,West,South,West,15,15,15,15,0,-1,-4,South,-5
5,27,20,1,17,None,Stop,None,North,South,South,4,False,True,True,True,True,5,6,9,3,18,4,25,15,South,West,East,East,15,15,15,15,0,-1,-5,South,-6
6,27,20,1,16,None,Stop,East,North,South,South,4,False,True,True,True,True,5,6,9,4,18,4,25,15,South,North,East,East,14,14,14,14,0,-1,-6,South,-7
7,27,20,1,15,None,Stop,East,North,South,South,4,False,True,True,True,True,5,5,10,4,18,4,25,15,South,East,East,East,14,14,14,14,0,-1,-7,South,-8
8,27,20,1,14,None,Stop,East,North,South,South,4,False,True,True,True,True,5,6,11,4,18,4,25,15,North,East,East,East,12,12,12,12,0,-1,-8,South,-9
9,27,20,1,13,None,Stop,None,North,South,South,4,False,True,True,True,True,5,5,11,4,19,4,25,14,South,East,East,South,12,12,12,12,0,-1,-9,South,-10
10,27,20,1,12,None,Stop,East,North,South,South,4,False,True,True,True,True,5,4,11,5,19,3,25,14,South,North,South,South,12,12,12,12,0,-1,-10,South,-11
11,27,20,1,11,None,Stop,None,North,South,South,4,False,True,True,True,True,5,4,10,5,20,3,25,15,South,West,East,North,11,11,11,11,0,-1,-11,South,-12
12,27,20,1,10,None,Stop,None,North,South,South,4,False,True,True,True,True,5,4,11,5,21,3,24,15,South,East,East,West,10,10,10,10,0,-1,-12,South,-13
13,27,20,1,9,None,Stop,None,North,South,South,4,False,True,True,True,True,5,5,10,5,21,3,24,16,North,West,East,North,8,8,8,8,0,-1,-13,South,-14
14,27,20,1,8,None,Stop,None,North,South,South,4,False,True,True,True,True,5,5,10,6,21,3,23,16,North,North,East,West,7,7,7,7,0,-1,-14,South,-15
15,27,20,1,7,None,Stop,None,North,South,South,4,False,True,True,True,True,5,6,10,7,22,3,24,16,North,North,East,East,5,5,5,5,0,-1,-15,South,-16
16,27,20,1,6,None,Stop,East,North,South,South,4,False,True,True,True,True,5,6,11,7,22,3,24,16,North,East,East,East,4,4,4,4,0,-1,-16,East,-17
17,27,20,2,6,West,Stop,East,None,South,East,4,False,True,True,True,True,6,6,10,7,21,3,24,15,East,West,West,South,4,4,4,4,0,-1,-17,East,-18
18,27,20,3,6,West,Stop,East,North,South,East,4,False,True,True,True,True,5,6,10,7,20,3,24,15,West,West,West,South,2,2,2,2,0,-1,-18,East,-19
19,27,20,4,6,West,Stop,East,North,South,East,4,False,True,True,True,True,6,6,10,7,21,3,24,16,East,West,East,North,2,2,2,2,0,-1,-19,East,-20
20,27,20,5,6,West,Stop,East,North,South,East,4,False,True,True,True,True,6,7,9,7,21,3,25,16,North,West,East,East,2,2,2,2,0,-1,-20,East,179
22,27,20,6,7,West,Stop,None,North,South,North,4,False,False,True,True,True,1,1,8,6,22,3,25,18,Stop,West,East,North,-1,-1,-1,-1,0,-1,178,North,177
23,27,20,6,8,West,Stop,None,North,South,North,4,False,False,True,True,True,1,1,7,6,22,4,25,18,Stop,West,North,North,-1,-1,-1,-1,0,-1,177,South,176
24,27,20,6,7,West,Stop,None,North,South,South,4,False,False,True,True,True,1,1,8,6,22,4,25,17,Stop,East,North,South,-1,-1,-1,-1,0,-1,176,South,175
27,27,20,8,6,West,Stop,East,North,South,East,4,False,False,True,True,True,1,1,8,5,20,4,25,16,Stop,South,West,South,-1,-1,-1,-1,0,-1,173,East,172
28,27,20,9,6,West,Stop,East,North,South,East,4,False,False,True,True,True,1,1,8,5,19,4,25,15,Stop,South,West,South,-1,-1,-1,-1,0,-1,172,South,171
29,27,20,9,5,West,Stop,East,North,South,South,4,False,False,True,True,True,1,1,8,4,19,3,25,15,Stop,South,South,South,-1,-1,-1,-1,0,-1,171,South,370
30,27,20,9,4,West,Stop,East,North,South,South,4,False,False,False,True,True,1,1,9,4,18,3,25,14,Stop,Stop,West,South,-1,-1,-1,-1,0,-1,370,West,369
31,27,20,8,4,None,Stop,East,North,South,West,4,False,False,False,True,True,1,1,3,1,18,3,25,15,Stop,Stop,West,North,-1,-1,-1,-1,0,-1,369,South,368
34,27,20,9,4,West,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,16,4,24,14,Stop,Stop,West,South,-1,-1,-1,-1,0,-1,366,North,365
35,27,20,9,5,West,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,15,4,23,14,Stop,Stop,West,West,-1,-1,-1,-1,0,-1,365,North,364
36,27,20,9,6,West,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,15,3,23,13,Stop,Stop,South,South,-1,-1,-1,-1,0,-1,364,North,363
37,27,20,9,7,West,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,15,4,23,14,Stop,Stop,North,North,-1,-1,-1,-1,0,-1,363,North,362
38,27,20,9,8,West,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,15,3,23,13,Stop,Stop,South,South,-1,-1,-1,-1,0,-1,362,North,361
39,27,20,9,9,West,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,15,3,23,13,Stop,Stop,South,South,-1,-1,-1,-1,0,-1,361,North,360
40,27,20,9,10,West,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,15,3,22,13,Stop,Stop,South,West,-1,-1,-1,-1,0,-1,360,North,359
41,27,20,9,11,West,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,14,3,22,14,Stop,Stop,West,North,-1,-1,-1,-1,0,-1,359,North,358
