@relation pac-man
@attribute ronda_tick NUMERIC
@attribute width NUMERIC
@attribute height NUMERIC
@attribute pmanPosX NUMERIC
@attribute pmanPosY NUMERIC
@attribute legalWest {None, West}
@attribute legalStop {None, Stop}
@attribute legalEast {None, East}
@attribute legalNorth {None, North}
@attribute legalSouth {None, South}
@attribute direction {Stop,West,East,North,South}
@attribute numAgents NUMERIC
@attribute livingG_0 {True,False}
@attribute livingG_1 {True,False}
@attribute livingG_2 {True,False}
@attribute livingG_3 {True,False}
@attribute livingG_4 {True,False}
@attribute g1posX NUMERIC
@attribute g1posY NUMERIC
@attribute g2posX NUMERIC
@attribute g2posY NUMERIC
@attribute g3posX NUMERIC
@attribute g3posY NUMERIC
@attribute g4posX NUMERIC
@attribute g4posY NUMERIC
@attribute g1dir {Stop,West,East,North,South}
@attribute g2dir {Stop,West,East,North,South}
@attribute g3dir {Stop,West,East,North,South}
@attribute g4dir {Stop,West,East,North,South}
@attribute g1dist NUMERIC
@attribute g2dist NUMERIC
@attribute g3dist NUMERIC
@attribute g4dist NUMERIC
@attribute numFood NUMERIC
@attribute nearestFood NUMERIC
@attribute score NUMERIC
@attribute scoreSiguiente NUMERIC
@attribute action {Stop,West,East,North,South}

@data
64,22,18,20,10,None,Stop,None,North,South,North,4,False,False,False,False,True,1,1,3,1,5,1,20,16,Stop,Stop,Stop,North,-1,-1,-1,-1,5,9,1236,North,1235
65,22,18,20,11,None,Stop,None,North,South,North,4,False,False,False,False,True,1,1,3,1,5,1,19,16,Stop,Stop,Stop,West,-1,-1,-1,-1,5,9,1235,North,1234
66,22,18,20,12,None,Stop,None,North,South,North,4,False,False,False,False,True,1,1,3,1,5,1,18,16,Stop,Stop,Stop,West,-1,-1,-1,-1,5,9,1234,North,1233
67,22,18,20,13,West,Stop,None,North,South,North,4,False,False,False,False,True,1,1,3,1,5,1,17,16,Stop,Stop,Stop,West,-1,-1,-1,-1,5,10,1233,North,1232
68,22,18,20,14,None,Stop,None,North,South,North,4,False,False,False,False,True,1,1,3,1,5,1,16,16,Stop,Stop,Stop,West,-1,-1,-1,-1,5,11,1232,North,1231
69,22,18,20,15,None,Stop,None,North,South,North,4,False,False,False,False,True,1,1,3,1,5,1,17,16,Stop,Stop,Stop,East,-1,-1,-1,-1,5,12,1231,North,1230
70,22,18,20,16,West,Stop,None,None,South,North,4,False,False,False,False,True,1,1,3,1,5,1,17,16,Stop,Stop,Stop,East,-1,-1,-1,-1,5,13,1230,West,1229
3,22,18,12,6,West,Stop,None,North,South,North,4,False,True,True,True,True,3,4,7,15,14,16,19,4,East,Stop,North,East,11,11,11,11,12,2,-3,North,-4
4,22,18,12,7,West,Stop,East,North,South,North,4,False,True,True,True,True,3,5,7,15,14,15,18,4,North,Stop,South,West,11,11,11,11,12,1,-4,West,95
5,22,18,11,7,West,Stop,East,North,South,West,4,False,True,True,True,True,2,5,8,15,14,15,18,4,West,East,South,West,11,11,11,11,11,1,95,West,194
6,22,18,10,7,West,Stop,East,North,South,West,4,False,True,True,True,True,2,4,8,16,14,14,18,3,South,North,South,South,11,11,11,11,10,1,194,West,193
7,22,18,9,7,West,Stop,East,North,South,West,4,False,True,True,True,True,3,4,9,16,14,14,17,3,East,East,South,West,9,9,9,9,10,2,193,North,192
8,22,18,9,8,None,Stop,East,North,South,North,4,False,True,True,True,True,3,3,10,16,14,14,17,3,South,East,South,West,11,11,11,11,10,1,192,North,191
9,22,18,9,9,West,Stop,East,North,South,North,4,False,True,True,True,True,3,3,11,16,14,15,16,3,South,East,North,West,12,12,12,12,10,1,191,North,190
10,22,18,9,10,None,Stop,East,North,South,North,4,False,True,True,True,True,3,4,10,16,13,15,15,3,North,West,West,West,12,12,12,12,10,1,190,North,189
11,22,18,9,11,None,Stop,East,North,South,North,4,False,True,True,True,True,3,5,10,16,13,16,16,3,North,West,North,East,12,12,12,12,10,1,189,North,188
12,22,18,9,12,West,Stop,East,North,South,North,4,False,True,True,True,True,2,5,10,16,14,16,15,3,West,West,East,West,14,14,14,14,10,1,188,North,187
13,22,18,9,13,None,Stop,None,North,South,North,4,False,True,True,True,True,1,5,9,16,15,16,15,3,West,West,East,West,16,16,16,16,10,2,187,North,186
14,22,18,9,14,None,Stop,East,None,South,North,4,False,True,True,True,True,2,5,9,16,15,15,14,3,East,West,South,West,16,16,16,16,10,3,186,South,185
15,22,18,9,13,None,Stop,None,North,South,South,4,False,True,True,True,True,2,4,10,16,15,14,15,3,South,East,South,East,16,16,16,16,10,2,185,South,184
16,22,18,9,12,West,Stop,East,North,South,South,4,False,True,True,True,True,3,4,10,16,15,15,14,3,East,East,North,West,14,14,14,14,10,1,184,West,183
19,22,18,6,12,West,Stop,East,North,South,West,4,False,True,True,True,True,5,3,10,16,14,15,17,3,East,East,West,East,10,10,10,10,10,4,181,North,180
20,22,18,6,13,None,Stop,None,North,South,North,4,False,True,True,True,True,5,3,10,16,14,16,17,3,East,East,North,East,11,11,11,11,10,5,180,North,179
21,22,18,6,14,West,Stop,East,North,South,North,4,False,True,True,True,True,6,3,10,16,14,15,18,3,East,East,South,East,11,11,11,11,10,6,179,North,178
22,22,18,6,15,None,Stop,East,North,South,North,4,False,True,True,True,True,6,3,11,16,14,16,18,4,East,East,North,North,12,12,12,12,10,7,178,North,177
23,22,18,6,16,West,Stop,East,None,South,North,4,False,True,True,True,True,7,3,10,16,14,15,19,4,East,West,South,East,14,14,14,14,10,8,177,East,176
24,22,18,7,16,West,Stop,East,None,South,East,4,False,True,True,True,True,7,3,9,16,15,15,19,5,East,West,East,North,13,13,13,13,10,7,176,East,375
25,22,18,8,16,West,Stop,East,None,South,East,4,False,True,False,True,True,8,3,8,16,14,15,19,4,East,Stop,West,South,13,13,13,13,10,6,375,East,374
30,22,18,13,16,West,Stop,East,None,South,East,4,False,True,False,False,True,10,3,3,1,5,1,19,3,East,Stop,Stop,East,16,16,16,16,10,6,570,East,569
31,22,18,14,16,West,Stop,East,None,South,East,4,False,True,False,False,True,9,3,3,1,5,1,19,4,West,Stop,Stop,North,18,18,18,18,10,7,569,East,568
32,22,18,15,16,West,Stop,East,None,South,East,4,False,True,False,False,True,8,3,3,1,5,1,18,4,West,Stop,Stop,West,20,20,20,20,10,8,568,South,567
33,22,18,15,15,West,Stop,None,North,South,South,4,False,True,False,False,True,8,3,3,1,5,1,18,5,West,Stop,Stop,North,19,19,19,19,10,7,567,South,566
34,22,18,15,14,West,Stop,East,North,South,South,4,False,True,False,False,True,7,3,3,1,5,1,18,4,West,Stop,Stop,South,19,19,19,19,10,6,566,South,565
35,22,18,15,13,None,Stop,None,North,South,South,4,False,True,False,False,True,7,3,3,1,5,1,18,3,West,Stop,Stop,South,18,18,18,18,10,5,565,South,564
36,22,18,15,12,West,Stop,East,North,South,South,4,False,True,False,False,True,7,3,3,1,5,1,18,3,West,Stop,Stop,South,17,17,17,17,10,4,564,South,563
37,22,18,15,11,None,Stop,None,North,South,South,4,False,True,False,False,True,8,3,3,1,5,1,17,3,East,Stop,Stop,West,15,15,15,15,10,4,563,South,562
38,22,18,15,10,West,Stop,East,North,South,South,4,False,True,False,False,True,7,3,3,1,5,1,16,3,West,Stop,Stop,West,15,15,15,15,10,4,562,South,561
39,22,18,15,9,West,Stop,None,North,South,South,4,False,True,False,False,True,7,3,3,1,5,1,16,3,West,Stop,Stop,West,14,14,14,14,10,4,561,South,560
40,22,18,15,8,West,Stop,None,North,South,South,4,False,True,False,False,True,6,3,3,1,5,1,17,3,West,Stop,Stop,East,14,14,14,14,10,4,560,South,559
42,22,18,14,7,West,Stop,East,North,South,West,4,False,True,False,False,True,7,3,3,1,5,1,17,3,East,Stop,Stop,West,11,11,11,11,10,4,558,South,557
43,22,18,14,6,None,Stop,None,North,South,South,4,False,True,False,False,True,7,3,3,1,5,1,17,3,East,Stop,Stop,West,10,10,10,10,10,5,557,South,556
44,22,18,14,5,None,Stop,East,North,South,South,4,False,True,False,False,True,6,3,3,1,5,1,17,3,West,Stop,Stop,West,10,10,10,10,10,6,556,South,555
45,22,18,14,4,None,Stop,None,North,South,South,4,False,True,False,False,True,5,3,3,1,5,1,17,3,West,Stop,Stop,West,10,10,10,10,10,7,555,South,554
62,22,18,7,4,None,Stop,None,North,South,North,4,False,True,False,False,False,5,3,3,1,5,1,7,1,West,Stop,Stop,Stop,3,3,3,3,10,7,738,North,737
63,22,18,7,5,West,Stop,None,North,South,North,4,False,True,False,False,False,5,3,3,1,5,1,7,1,West,Stop,Stop,Stop,4,4,4,4,10,6,737,West,736
67,22,18,3,5,West,Stop,East,None,South,West,4,False,True,False,False,False,4,3,3,1,5,1,7,1,West,Stop,Stop,Stop,3,3,3,3,10,10,733,West,732
68,22,18,2,5,West,Stop,East,North,South,West,4,False,True,False,False,False,5,3,3,1,5,1,7,1,East,Stop,Stop,Stop,5,5,5,5,10,11,732,South,731
69,22,18,2,4,West,Stop,East,North,South,South,4,False,True,False,False,False,6,3,3,1,5,1,7,1,East,Stop,Stop,Stop,5,5,5,5,10,12,731,East,730
70,22,18,3,4,West,Stop,None,North,South,East,4,False,True,False,False,False,7,3,3,1,5,1,7,1,East,Stop,Stop,Stop,5,5,5,5,10,11,730,Stop,729
71,22,18,3,4,West,Stop,None,North,South,East,4,False,True,False,False,False,8,3,3,1,5,1,7,1,East,Stop,Stop,Stop,6,6,6,6,10,11,729,South,728
1,27,20,1,18,None,Stop,East,None,South,Stop,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,13,13,13,13,0,-1,-1,Stop,-2
2,27,20,1,18,None,Stop,East,None,South,Stop,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,13,13,13,13,0,-1,-2,Stop,-3
3,27,20,1,18,None,Stop,East,None,South,Stop,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,13,13,13,13,0,-1,-3,South,-4
4,27,20,1,17,None,Stop,None,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,12,12,12,12,0,-1,-4,South,-5
5,27,20,1,16,None,Stop,East,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,11,11,11,11,0,-1,-5,South,-6
6,27,20,1,15,None,Stop,East,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,10,10,10,10,0,-1,-6,South,-7
7,27,20,1,14,None,Stop,East,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,9,9,9,9,0,-1,-7,South,-8
8,27,20,1,13,None,Stop,None,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,8,8,8,8,0,-1,-8,South,-9
9,27,20,1,12,None,Stop,East,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,7,7,7,7,0,-1,-9,South,-10
10,27,20,1,11,None,Stop,None,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,6,6,6,6,0,-1,-10,South,-11
11,27,20,1,10,None,Stop,None,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,5,5,5,5,0,-1,-11,South,-12
12,27,20,1,9,None,Stop,None,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,4,4,4,4,0,-1,-12,South,-13
13,27,20,1,8,None,Stop,None,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,5,5,5,5,0,-1,-13,South,-14
14,27,20,1,7,None,Stop,None,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,6,6,6,6,0,-1,-14,South,-15
15,27,20,1,6,None,Stop,East,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,7,7,7,7,0,-1,-15,East,-16
16,27,20,2,6,West,Stop,East,None,South,East,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,6,6,6,6,0,-1,-16,East,-17
17,27,20,3,6,West,Stop,East,North,South,East,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,5,5,5,5,0,-1,-17,East,-18
18,27,20,4,6,West,Stop,East,North,South,East,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,4,4,4,4,0,-1,-18,North,-19
19,27,20,4,7,West,Stop,East,North,South,North,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,3,3,3,3,0,-1,-19,North,-20
20,27,20,4,8,West,Stop,East,North,South,North,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,2,2,2,2,0,-1,-20,North,-21
21,27,20,4,9,West,Stop,East,North,South,North,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,1,1,1,1,0,-1,-21,East,178
22,27,20,5,9,West,Stop,East,North,South,East,4,False,False,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,178,South,177
23,27,20,5,8,West,Stop,East,North,South,South,4,False,False,True,True,True,1,1,11,3,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,177,South,176
24,27,20,5,7,West,Stop,East,North,South,South,4,False,False,True,True,True,1,1,11,3,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,176,South,175
25,27,20,5,6,West,Stop,East,North,South,South,4,False,False,True,True,True,1,1,11,3,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,175,East,174
28,27,20,8,6,West,Stop,East,North,South,East,4,False,False,True,True,True,1,1,11,3,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,172,South,171
29,27,20,8,5,None,Stop,East,North,South,South,4,False,False,True,True,True,1,1,11,3,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,171,South,170
30,27,20,8,4,None,Stop,East,North,South,South,4,False,False,True,True,True,1,1,11,3,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,170,South,169
35,27,20,11,4,West,Stop,None,North,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,365,North,364
36,27,20,11,5,West,Stop,None,North,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,364,North,363
37,27,20,11,6,West,Stop,None,North,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,363,North,362
38,27,20,11,7,West,Stop,None,North,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,362,North,361
39,27,20,11,8,West,Stop,None,North,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,361,North,360
40,27,20,11,9,West,Stop,None,North,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,360,North,359
41,27,20,11,10,West,Stop,None,North,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,359,North,358
42,27,20,11,11,West,Stop,None,North,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,358,North,357
43,27,20,11,12,West,Stop,East,None,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,357,East,356
45,27,20,13,12,West,Stop,East,None,South,East,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,355,East,354
46,27,20,14,12,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,354,East,353
47,27,20,15,12,West,Stop,East,None,South,East,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,353,East,352
48,27,20,16,12,West,Stop,East,None,South,East,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,352,East,351
49,27,20,17,12,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,351,East,350
50,27,20,18,12,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,350,East,349
51,27,20,19,12,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,349,East,348
52,27,20,20,12,West,Stop,None,North,South,East,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,348,Stop,347
53,27,20,20,12,West,Stop,None,North,South,East,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,347,North,346
54,27,20,20,13,West,Stop,None,North,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,346,North,345
55,27,20,20,14,West,Stop,None,North,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,345,North,344
56,27,20,20,15,None,Stop,East,North,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,344,East,343
58,27,20,22,15,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,342,East,341
59,27,20,23,15,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,341,East,340
60,27,20,24,15,West,Stop,East,North,South,East,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,340,East,339
61,27,20,25,15,West,Stop,None,North,South,East,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,339,South,338
62,27,20,25,14,West,Stop,None,North,South,South,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,338,South,537
64,27,20,25,14,West,Stop,None,North,South,North,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,536,West,535
66,27,20,23,14,West,Stop,East,North,South,West,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,534,North,533
67,27,20,23,15,West,Stop,East,North,South,North,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,533,West,532
68,27,20,22,15,West,Stop,East,North,South,West,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,532,West,531
70,27,20,20,15,None,Stop,East,North,South,West,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,530,South,529
71,27,20,20,14,West,Stop,None,North,South,South,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,529,South,528
72,27,20,20,13,West,Stop,None,North,South,South,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,528,South,527
73,27,20,20,12,West,Stop,None,North,South,South,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,527,South,526
74,27,20,20,11,West,Stop,None,North,South,South,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,526,South,525
78,27,20,23,10,West,Stop,East,North,South,East,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,522,South,521
79,27,20,23,9,None,Stop,East,North,South,South,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,521,South,520
80,27,20,23,8,West,Stop,East,North,South,South,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,520,South,519
81,27,20,23,7,None,Stop,East,North,South,South,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,519,South,518
82,27,20,23,6,West,Stop,East,North,South,South,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,518,West,517
85,27,20,20,6,West,Stop,East,None,South,West,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,515,West,514
86,27,20,19,6,West,Stop,East,None,South,West,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,514,West,513
87,27,20,18,6,West,Stop,East,None,South,West,4,False,False,False,True,False,1,1,3,1,17,6,7,1,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,513,West,712
1,27,20,1,18,None,Stop,East,None,South,Stop,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,13,13,13,13,0,-1,-1,Stop,-2
2,27,20,1,18,None,Stop,East,None,South,Stop,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,13,13,13,13,0,-1,-2,Stop,-3
3,27,20,1,18,None,Stop,East,None,South,Stop,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,13,13,13,13,0,-1,-3,East,-4
5,27,20,1,18,None,Stop,East,None,South,West,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,13,13,13,13,0,-1,-5,South,-6
6,27,20,1,17,None,Stop,None,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,12,12,12,12,0,-1,-6,South,-7
7,27,20,1,16,None,Stop,East,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,11,11,11,11,0,-1,-7,South,-8
8,27,20,1,15,None,Stop,East,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,10,10,10,10,0,-1,-8,South,-9
9,27,20,1,14,None,Stop,East,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,9,9,9,9,0,-1,-9,South,-10
10,27,20,1,13,None,Stop,None,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,8,8,8,8,0,-1,-10,South,-11
11,27,20,1,12,None,Stop,East,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,7,7,7,7,0,-1,-11,South,-12
12,27,20,1,11,None,Stop,None,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,6,6,6,6,0,-1,-12,South,-13
13,27,20,1,10,None,Stop,None,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,5,5,5,5,0,-1,-13,South,-14
14,27,20,1,9,None,Stop,None,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,4,4,4,4,0,-1,-14,South,-15
15,27,20,1,8,None,Stop,None,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,5,5,5,5,0,-1,-15,South,-16
16,27,20,1,7,None,Stop,None,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,6,6,6,6,0,-1,-16,South,-17
17,27,20,1,6,None,Stop,East,North,South,South,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,7,7,7,7,0,-1,-17,East,-18
18,27,20,2,6,West,Stop,East,None,South,East,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,6,6,6,6,0,-1,-18,East,-19
19,27,20,3,6,West,Stop,East,North,South,East,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,5,5,5,5,0,-1,-19,North,-20
20,27,20,3,7,None,Stop,East,North,South,North,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,4,4,4,4,0,-1,-20,North,-21
21,27,20,3,8,None,Stop,East,North,South,North,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,3,3,3,3,0,-1,-21,North,-22
22,27,20,3,9,None,Stop,East,North,South,North,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,2,2,2,2,0,-1,-22,East,-23
23,27,20,4,9,West,Stop,East,North,South,East,4,False,True,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,1,1,1,1,0,-1,-23,East,176
24,27,20,5,9,West,Stop,East,North,South,East,4,False,False,True,True,True,5,9,11,3,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,176,South,175
25,27,20,5,8,West,Stop,East,North,South,South,4,False,False,True,True,True,1,1,11,3,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,175,South,174
26,27,20,5,7,West,Stop,East,North,South,South,4,False,False,True,True,True,1,1,11,3,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,174,South,173
27,27,20,5,6,West,Stop,East,North,South,South,4,False,False,True,True,True,1,1,11,3,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,173,East,172
30,27,20,8,6,West,Stop,East,North,South,East,4,False,False,True,True,True,1,1,11,3,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,170,South,169
31,27,20,8,5,None,Stop,East,North,South,South,4,False,False,True,True,True,1,1,11,3,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,169,South,168
32,27,20,8,4,None,Stop,East,North,South,South,4,False,False,True,True,True,1,1,11,3,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,168,South,167
37,27,20,11,4,West,Stop,None,North,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,363,North,362
38,27,20,11,5,West,Stop,None,North,South,North,4,False,False,False,True,True,1,1,3,1,17,6,25,13,Stop,Stop,Stop,Stop,-1,-1,-1,-1,0,-1,362,North,361
